STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HR,Croatia,2020,,60.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HR,Croatia,2021,,60.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HR,Croatia,2022,,61.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HR,Croatia,2023,,60.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HR,Croatia,2024,,59.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2004,,56.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2005,,56.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2006,,57.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2007,,58.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2008,,57.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2009,,58.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2010,,58.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2011,,57.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2012,,57.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2013,,57.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2014,,57.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2015,,57.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2016,,57.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2017,,58.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2018,,58.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2019,,57.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2020,,56.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2021,,55.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2022,,55.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2023,,56.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,HU,Hungary,2024,,55.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2004,,36.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2005,,37.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2006,,37.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2007,,36.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2008,,36.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2009,,36.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2010,,36.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2011,,36.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2012,,36.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2013,,36.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2014,,38.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2015,,37.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2016,,37.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2017,,37.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2018,,38.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2019,,38.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2020,,37.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2021,,36.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2022,,36.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2023,,36.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IE,Ireland,2024,,35.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2004,,31.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2005,,31.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2006,,32.2,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2007,,32.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2008,,32.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2009,,32.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2010,,33.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2011,,35.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2012,,35.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2013,,35.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2014,,36.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2015,,35.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2016,,37.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2017,,35.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2018,,34.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2019,,34.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2020,,35.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2021,,39.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2022,,38.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2023,,38.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IS,Iceland,2024,,36.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2004,,37.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2005,,38.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2006,,39.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2007,,39.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2008,,39.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2009,,40.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2010,,40.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2011,,41.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2012,,41.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2013,,42.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2014,,42.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2015,,42.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2016,,42.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2017,,42.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2018,,42.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2019,,42.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2020,,42.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2021,,42.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2022,,43.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2023,,44.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,IT,Italy,2024,,44.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2004,,57.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2005,,56.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2006,,57.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2007,,56.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2008,,56.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2009,,56.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2010,,56.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2011,,56.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2012,,56.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2013,,55.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2014,,54.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2015,,53.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2016,,53.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Y15-64,From 15 to 64 years,LT,Lithuania,2017,,53.2,,,,,
